carnet,nombre,carrera,departamento,promedio
EST035692,Estudiante 35692,Ingeniería en Sistemas,Sonsonate,6.2
EST035693,Estudiante 35693,Administración,Sonsonate,9.42
EST035694,Estudiante 35694,Ingeniería Industrial,San Salvador,9.62
EST035695,Estudiante 35695,Ingeniería en Sistemas,San Miguel,9.15
EST035696,Estudiante 35696,Ingeniería Industrial,Sonsonate,6.65
EST035697,Estudiante 35697,Administración,La Libertad,7.29
EST035698,Estudiante 35698,Ingeniería en Sistemas,San Salvador,5.71
EST035699,Estudiante 35699,Arquitectura,Sonsonate,9.46
EST035700,Estudiante 35700,Administración,Santa Ana,8.54
EST035701,Estudiante 35701,Arquitectura,Santa Ana,9.53
EST035702,Estudiante 35702,Ingeniería en Sistemas,La Libertad,5.28
EST035703,Estudiante 35703,Ingeniería en Sistemas,Sonsonate,6.18
EST035704,Estudiante 35704,Administración,La Libertad,7.68
EST035705,Estudiante 35705,Arquitectura,Sonsonate,8.72
EST035706,Estudiante 35706,Contaduría,San Miguel,6.92
EST035707,Estudiante 35707,Administración,San Salvador,6.13
EST035708,Estudiante 35708,Ingeniería Industrial,Sonsonate,7.89
EST035709,Estudiante 35709,Ingeniería en Sistemas,San Salvador,9.36
EST035710,Estudiante 35710,Ingeniería Industrial,Santa Ana,6.75
EST035711,Estudiante 35711,Contaduría,San Miguel,5.54
EST035712,Estudiante 35712,Ingeniería en Sistemas,San Salvador,6.45
EST035713,Estudiante 35713,Contaduría,San Miguel,5.7
EST035714,Estudiante 35714,Arquitectura,San Miguel,7.52
EST035715,Estudiante 35715,Contaduría,San Salvador,6.59
EST035716,Estudiante 35716,Ingeniería Industrial,Santa Ana,7.42
EST035717,Estudiante 35717,Ingeniería Industrial,La Libertad,7.12
EST035718,Estudiante 35718,Ingeniería en Sistemas,Sonsonate,9.55
EST035719,Estudiante 35719,Contaduría,Santa Ana,7.37
EST035720,Estudiante 35720,Ingeniería Industrial,La Libertad,5.56
EST035721,Estudiante 35721,Ingeniería Industrial,La Libertad,7.65
EST035722,Estudiante 35722,Administración,La Libertad,7.49
EST035723,Estudiante 35723,Ingeniería Industrial,Sonsonate,5.66
EST035724,Estudiante 35724,Ingeniería Industrial,San Miguel,6.09
EST035725,Estudiante 35725,Contaduría,Sonsonate,8.05
EST035726,Estudiante 35726,Ingeniería Industrial,Santa Ana,9.68
EST035727,Estudiante 35727,Arquitectura,Sonsonate,5.83
EST035728,Estudiante 35728,Arquitectura,Sonsonate,7.75
EST035729,Estudiante 35729,Ingeniería en Sistemas,Sonsonate,9.96
EST035730,Estudiante 35730,Ingeniería en Sistemas,San Miguel,6.12
EST035731,Estudiante 35731,Ingeniería Industrial,Sonsonate,6.0
EST035732,Estudiante 35732,Ingeniería en Sistemas,Santa Ana,7.9
EST035733,Estudiante 35733,Arquitectura,San Salvador,6.64
EST035734,Estudiante 35734,Ingeniería Industrial,La Libertad,7.94
EST035735,Estudiante 35735,Administración,Santa Ana,6.93
EST035736,Estudiante 35736,Arquitectura,San Salvador,7.46
EST035737,Estudiante 35737,Administración,La Libertad,5.65
EST035738,Estudiante 35738,Ingeniería Industrial,San Miguel,6.1
EST035739,Estudiante 35739,Administración,Santa Ana,6.32
EST035740,Estudiante 35740,Ingeniería Industrial,Santa Ana,5.16
EST035741,Estudiante 35741,Contaduría,San Salvador,8.99
EST035742,Estudiante 35742,Ingeniería Industrial,Santa Ana,7.7
EST035743,Estudiante 35743,Contaduría,Sonsonate,8.1
EST035744,Estudiante 35744,Ingeniería en Sistemas,La Libertad,8.52
EST035745,Estudiante 35745,Administración,San Miguel,9.36
EST035746,Estudiante 35746,Arquitectura,Sonsonate,9.41
EST035747,Estudiante 35747,Arquitectura,San Miguel,9.11
EST035748,Estudiante 35748,Contaduría,Santa Ana,5.41
EST035749,Estudiante 35749,Ingeniería en Sistemas,La Libertad,7.22
EST035750,Estudiante 35750,Ingeniería Industrial,Santa Ana,6.62
EST035751,Estudiante 35751,Administración,Sonsonate,6.28
EST035752,Estudiante 35752,Contaduría,La Libertad,8.46
EST035753,Estudiante 35753,Administración,Sonsonate,6.69
EST035754,Estudiante 35754,Administración,Santa Ana,9.76
EST035755,Estudiante 35755,Ingeniería en Sistemas,San Salvador,9.89
EST035756,Estudiante 35756,Ingeniería Industrial,Santa Ana,5.53
EST035757,Estudiante 35757,Arquitectura,Santa Ana,5.81
EST035758,Estudiante 35758,Arquitectura,San Miguel,5.3
EST035759,Estudiante 35759,Contaduría,Sonsonate,9.55
EST035760,Estudiante 35760,Arquitectura,Sonsonate,9.44
EST035761,Estudiante 35761,Ingeniería en Sistemas,San Salvador,8.79
EST035762,Estudiante 35762,Contaduría,La Libertad,8.29
EST035763,Estudiante 35763,Arquitectura,Sonsonate,8.73
EST035764,Estudiante 35764,Arquitectura,Santa Ana,9.6
EST035765,Estudiante 35765,Arquitectura,Santa Ana,8.84
EST035766,Estudiante 35766,Ingeniería en Sistemas,Sonsonate,8.84
EST035767,Estudiante 35767,Ingeniería Industrial,Santa Ana,8.03
EST035768,Estudiante 35768,Contaduría,Sonsonate,8.39
EST035769,Estudiante 35769,Ingeniería Industrial,San Salvador,8.42
EST035770,Estudiante 35770,Administración,Santa Ana,8.06
EST035771,Estudiante 35771,Arquitectura,Sonsonate,7.45
EST035772,Estudiante 35772,Administración,Sonsonate,9.93
EST035773,Estudiante 35773,Ingeniería en Sistemas,Santa Ana,8.78
EST035774,Estudiante 35774,Ingeniería Industrial,San Miguel,8.39
EST035775,Estudiante 35775,Administración,La Libertad,9.31
EST035776,Estudiante 35776,Arquitectura,San Miguel,5.37
EST035777,Estudiante 35777,Ingeniería Industrial,Santa Ana,6.19
EST035778,Estudiante 35778,Administración,San Salvador,9.65
EST035779,Estudiante 35779,Ingeniería Industrial,San Miguel,6.77
EST035780,Estudiante 35780,Arquitectura,San Miguel,7.48
EST035781,Estudiante 35781,Ingeniería Industrial,San Salvador,8.07
EST035782,Estudiante 35782,Contaduría,La Libertad,6.51
EST035783,Estudiante 35783,Ingeniería Industrial,San Miguel,9.74
EST035784,Estudiante 35784,Ingeniería Industrial,Sonsonate,6.07
EST035785,Estudiante 35785,Administración,San Salvador,7.8
EST035786,Estudiante 35786,Ingeniería Industrial,San Salvador,5.58
EST035787,Estudiante 35787,Ingeniería en Sistemas,Sonsonate,8.24
EST035788,Estudiante 35788,Arquitectura,Santa Ana,6.22
EST035789,Estudiante 35789,Arquitectura,Sonsonate,8.92
EST035790,Estudiante 35790,Administración,San Salvador,8.59
EST035791,Estudiante 35791,Ingeniería Industrial,San Miguel,5.41
EST035792,Estudiante 35792,Ingeniería Industrial,San Salvador,9.86
EST035793,Estudiante 35793,Arquitectura,La Libertad,8.61
EST035794,Estudiante 35794,Arquitectura,Sonsonate,6.08
EST035795,Estudiante 35795,Administración,Santa Ana,5.67
EST035796,Estudiante 35796,Ingeniería Industrial,La Libertad,9.8
EST035797,Estudiante 35797,Ingeniería en Sistemas,San Salvador,6.92
EST035798,Estudiante 35798,Administración,San Miguel,6.01
EST035799,Estudiante 35799,Contaduría,La Libertad,6.99
EST035800,Estudiante 35800,Ingeniería Industrial,Sonsonate,8.83
EST035801,Estudiante 35801,Ingeniería en Sistemas,Santa Ana,6.63
EST035802,Estudiante 35802,Ingeniería Industrial,San Miguel,9.18
EST035803,Estudiante 35803,Ingeniería Industrial,San Salvador,9.47
EST035804,Estudiante 35804,Arquitectura,San Miguel,7.34
EST035805,Estudiante 35805,Contaduría,San Salvador,7.5
EST035806,Estudiante 35806,Administración,San Salvador,9.51
EST035807,Estudiante 35807,Ingeniería Industrial,San Miguel,5.58
EST035808,Estudiante 35808,Ingeniería en Sistemas,Sonsonate,8.38
EST035809,Estudiante 35809,Ingeniería Industrial,Sonsonate,8.74
EST035810,Estudiante 35810,Ingeniería Industrial,La Libertad,9.42
EST035811,Estudiante 35811,Contaduría,La Libertad,7.56
EST035812,Estudiante 35812,Ingeniería en Sistemas,San Miguel,6.69
EST035813,Estudiante 35813,Administración,San Miguel,9.53
EST035814,Estudiante 35814,Ingeniería Industrial,San Salvador,5.15
EST035815,Estudiante 35815,Ingeniería Industrial,San Salvador,5.08
EST035816,Estudiante 35816,Ingeniería en Sistemas,La Libertad,8.56
EST035817,Estudiante 35817,Ingeniería en Sistemas,Sonsonate,8.24
EST035818,Estudiante 35818,Ingeniería en Sistemas,San Salvador,7.58
EST035819,Estudiante 35819,Ingeniería Industrial,San Miguel,5.03
EST035820,Estudiante 35820,Contaduría,San Miguel,7.49
EST035821,Estudiante 35821,Arquitectura,La Libertad,6.55
EST035822,Estudiante 35822,Ingeniería en Sistemas,Santa Ana,6.19
EST035823,Estudiante 35823,Arquitectura,La Libertad,5.85
EST035824,Estudiante 35824,Ingeniería Industrial,La Libertad,7.08
EST035825,Estudiante 35825,Ingeniería en Sistemas,San Salvador,7.82
EST035826,Estudiante 35826,Administración,La Libertad,9.37
EST035827,Estudiante 35827,Ingeniería en Sistemas,La Libertad,6.75
EST035828,Estudiante 35828,Administración,Santa Ana,8.41
EST035829,Estudiante 35829,Ingeniería en Sistemas,Santa Ana,6.2
EST035830,Estudiante 35830,Contaduría,Sonsonate,7.86
EST035831,Estudiante 35831,Administración,San Miguel,7.22
EST035832,Estudiante 35832,Administración,Sonsonate,9.2
EST035833,Estudiante 35833,Contaduría,Santa Ana,9.2
EST035834,Estudiante 35834,Administración,La Libertad,6.64
EST035835,Estudiante 35835,Contaduría,San Miguel,8.28
EST035836,Estudiante 35836,Ingeniería Industrial,San Miguel,9.48
EST035837,Estudiante 35837,Arquitectura,Santa Ana,7.19
EST035838,Estudiante 35838,Ingeniería en Sistemas,Sonsonate,5.73
EST035839,Estudiante 35839,Ingeniería en Sistemas,San Miguel,9.78
EST035840,Estudiante 35840,Arquitectura,San Miguel,9.72
EST035841,Estudiante 35841,Ingeniería en Sistemas,Santa Ana,9.7
EST035842,Estudiante 35842,Administración,San Salvador,5.51
EST035843,Estudiante 35843,Ingeniería en Sistemas,Santa Ana,6.78
EST035844,Estudiante 35844,Administración,San Salvador,9.59
EST035845,Estudiante 35845,Contaduría,Sonsonate,8.29
EST035846,Estudiante 35846,Administración,Santa Ana,8.0
EST035847,Estudiante 35847,Ingeniería en Sistemas,La Libertad,6.45
EST035848,Estudiante 35848,Arquitectura,La Libertad,9.18
EST035849,Estudiante 35849,Arquitectura,La Libertad,9.13
EST035850,Estudiante 35850,Ingeniería en Sistemas,La Libertad,9.66
EST035851,Estudiante 35851,Ingeniería Industrial,San Salvador,7.64
EST035852,Estudiante 35852,Contaduría,San Miguel,9.64
EST035853,Estudiante 35853,Arquitectura,La Libertad,6.25
EST035854,Estudiante 35854,Administración,Santa Ana,8.01
EST035855,Estudiante 35855,Contaduría,La Libertad,8.97
EST035856,Estudiante 35856,Administración,La Libertad,7.85
EST035857,Estudiante 35857,Contaduría,San Miguel,5.01
EST035858,Estudiante 35858,Administración,San Salvador,9.4
EST035859,Estudiante 35859,Ingeniería en Sistemas,Sonsonate,6.59
EST035860,Estudiante 35860,Ingeniería en Sistemas,San Miguel,8.92
EST035861,Estudiante 35861,Contaduría,Sonsonate,9.48
EST035862,Estudiante 35862,Contaduría,San Salvador,7.29
EST035863,Estudiante 35863,Ingeniería en Sistemas,La Libertad,5.19
EST035864,Estudiante 35864,Contaduría,La Libertad,8.22
EST035865,Estudiante 35865,Arquitectura,San Miguel,8.55
EST035866,Estudiante 35866,Arquitectura,Santa Ana,8.58
EST035867,Estudiante 35867,Arquitectura,Sonsonate,5.22
EST035868,Estudiante 35868,Ingeniería Industrial,Santa Ana,7.42
EST035869,Estudiante 35869,Ingeniería en Sistemas,San Salvador,6.62
EST035870,Estudiante 35870,Administración,Santa Ana,9.32
EST035871,Estudiante 35871,Ingeniería en Sistemas,Santa Ana,8.05
EST035872,Estudiante 35872,Arquitectura,San Miguel,5.06
EST035873,Estudiante 35873,Ingeniería Industrial,La Libertad,7.64
EST035874,Estudiante 35874,Ingeniería Industrial,Santa Ana,8.74
EST035875,Estudiante 35875,Arquitectura,La Libertad,9.42
EST035876,Estudiante 35876,Contaduría,La Libertad,8.42
EST035877,Estudiante 35877,Administración,La Libertad,5.52
EST035878,Estudiante 35878,Contaduría,San Miguel,5.98
EST035879,Estudiante 35879,Ingeniería Industrial,Sonsonate,5.61
EST035880,Estudiante 35880,Ingeniería Industrial,San Miguel,5.33
EST035881,Estudiante 35881,Ingeniería Industrial,Sonsonate,8.57
EST035882,Estudiante 35882,Ingeniería en Sistemas,San Miguel,7.88
EST035883,Estudiante 35883,Contaduría,San Salvador,5.16
EST035884,Estudiante 35884,Arquitectura,San Salvador,6.71
EST035885,Estudiante 35885,Administración,San Salvador,7.0
EST035886,Estudiante 35886,Contaduría,Sonsonate,9.05
EST035887,Estudiante 35887,Administración,San Salvador,5.44
EST035888,Estudiante 35888,Arquitectura,Sonsonate,9.16
EST035889,Estudiante 35889,Contaduría,La Libertad,9.28
EST035890,Estudiante 35890,Administración,San Salvador,6.7
EST035891,Estudiante 35891,Contaduría,La Libertad,8.77
EST035892,Estudiante 35892,Ingeniería en Sistemas,La Libertad,9.3
EST035893,Estudiante 35893,Contaduría,Santa Ana,6.47
EST035894,Estudiante 35894,Ingeniería Industrial,La Libertad,6.02
EST035895,Estudiante 35895,Arquitectura,San Salvador,5.21
EST035896,Estudiante 35896,Administración,La Libertad,9.4
EST035897,Estudiante 35897,Contaduría,San Salvador,8.09
EST035898,Estudiante 35898,Ingeniería en Sistemas,Santa Ana,9.34
EST035899,Estudiante 35899,Contaduría,San Miguel,6.58
EST035900,Estudiante 35900,Ingeniería Industrial,La Libertad,9.42
EST035901,Estudiante 35901,Contaduría,La Libertad,9.0
EST035902,Estudiante 35902,Administración,Santa Ana,6.77
EST035903,Estudiante 35903,Contaduría,La Libertad,7.87
EST035904,Estudiante 35904,Administración,Sonsonate,9.37
EST035905,Estudiante 35905,Contaduría,Sonsonate,7.81
EST035906,Estudiante 35906,Ingeniería en Sistemas,San Salvador,6.45
EST035907,Estudiante 35907,Ingeniería en Sistemas,San Miguel,8.62
EST035908,Estudiante 35908,Ingeniería Industrial,Santa Ana,8.54
EST035909,Estudiante 35909,Administración,San Salvador,9.9
EST035910,Estudiante 35910,Ingeniería en Sistemas,La Libertad,7.66
EST035911,Estudiante 35911,Ingeniería en Sistemas,San Salvador,8.99
EST035912,Estudiante 35912,Ingeniería Industrial,Santa Ana,7.05
EST035913,Estudiante 35913,Administración,Santa Ana,7.14
EST035914,Estudiante 35914,Administración,Santa Ana,5.5
EST035915,Estudiante 35915,Arquitectura,San Salvador,8.9
EST035916,Estudiante 35916,Ingeniería en Sistemas,Sonsonate,9.33
EST035917,Estudiante 35917,Arquitectura,San Salvador,8.92
EST035918,Estudiante 35918,Administración,Sonsonate,7.2
EST035919,Estudiante 35919,Ingeniería Industrial,Sonsonate,9.47
EST035920,Estudiante 35920,Arquitectura,San Salvador,6.81
EST035921,Estudiante 35921,Contaduría,San Salvador,8.88
EST035922,Estudiante 35922,Arquitectura,La Libertad,5.51
EST035923,Estudiante 35923,Contaduría,Sonsonate,8.03
EST035924,Estudiante 35924,Ingeniería en Sistemas,San Miguel,6.55
EST035925,Estudiante 35925,Administración,San Miguel,5.45
EST035926,Estudiante 35926,Administración,La Libertad,5.94
EST035927,Estudiante 35927,Ingeniería Industrial,Sonsonate,9.13
EST035928,Estudiante 35928,Ingeniería Industrial,La Libertad,5.9
EST035929,Estudiante 35929,Ingeniería en Sistemas,San Miguel,9.03
EST035930,Estudiante 35930,Contaduría,Santa Ana,7.39
EST035931,Estudiante 35931,Arquitectura,San Miguel,7.49
EST035932,Estudiante 35932,Ingeniería en Sistemas,San Miguel,8.04
EST035933,Estudiante 35933,Ingeniería Industrial,Sonsonate,6.01
EST035934,Estudiante 35934,Contaduría,Sonsonate,5.45
EST035935,Estudiante 35935,Contaduría,San Salvador,8.43
EST035936,Estudiante 35936,Arquitectura,San Salvador,5.4
EST035937,Estudiante 35937,Arquitectura,San Salvador,9.36
EST035938,Estudiante 35938,Arquitectura,San Miguel,5.9
EST035939,Estudiante 35939,Ingeniería en Sistemas,San Salvador,9.78
EST035940,Estudiante 35940,Administración,San Salvador,9.52
EST035941,Estudiante 35941,Arquitectura,La Libertad,6.2
EST035942,Estudiante 35942,Arquitectura,La Libertad,8.06
EST035943,Estudiante 35943,Contaduría,San Salvador,6.09
EST035944,Estudiante 35944,Ingeniería en Sistemas,San Miguel,8.94
EST035945,Estudiante 35945,Arquitectura,Santa Ana,9.38
EST035946,Estudiante 35946,Administración,Sonsonate,7.48
EST035947,Estudiante 35947,Contaduría,San Miguel,7.75
EST035948,Estudiante 35948,Ingeniería Industrial,Sonsonate,5.44
EST035949,Estudiante 35949,Ingeniería Industrial,San Salvador,7.33
EST035950,Estudiante 35950,Contaduría,La Libertad,5.0
EST035951,Estudiante 35951,Administración,La Libertad,5.12
EST035952,Estudiante 35952,Administración,San Salvador,7.02
EST035953,Estudiante 35953,Contaduría,Santa Ana,6.37
EST035954,Estudiante 35954,Ingeniería Industrial,San Salvador,6.32
EST035955,Estudiante 35955,Ingeniería en Sistemas,San Salvador,7.96
EST035956,Estudiante 35956,Contaduría,La Libertad,6.82
EST035957,Estudiante 35957,Ingeniería Industrial,Sonsonate,7.89
EST035958,Estudiante 35958,Contaduría,Sonsonate,6.91
EST035959,Estudiante 35959,Contaduría,San Miguel,6.78
EST035960,Estudiante 35960,Contaduría,Sonsonate,6.59
EST035961,Estudiante 35961,Contaduría,Santa Ana,8.47
EST035962,Estudiante 35962,Ingeniería Industrial,Santa Ana,6.57
EST035963,Estudiante 35963,Ingeniería Industrial,San Miguel,6.38
EST035964,Estudiante 35964,Ingeniería en Sistemas,La Libertad,7.84
EST035965,Estudiante 35965,Contaduría,San Salvador,9.16
EST035966,Estudiante 35966,Administración,Santa Ana,6.67
EST035967,Estudiante 35967,Contaduría,Santa Ana,5.09
EST035968,Estudiante 35968,Administración,Santa Ana,7.82
EST035969,Estudiante 35969,Arquitectura,La Libertad,6.87
EST035970,Estudiante 35970,Ingeniería Industrial,Sonsonate,5.93
EST035971,Estudiante 35971,Ingeniería Industrial,La Libertad,5.05
EST035972,Estudiante 35972,Ingeniería Industrial,San Salvador,8.2
EST035973,Estudiante 35973,Ingeniería en Sistemas,San Miguel,7.8
EST035974,Estudiante 35974,Ingeniería en Sistemas,San Salvador,6.89
EST035975,Estudiante 35975,Ingeniería Industrial,La Libertad,9.91
EST035976,Estudiante 35976,Ingeniería Industrial,San Salvador,5.7
EST035977,Estudiante 35977,Arquitectura,San Salvador,6.08
EST035978,Estudiante 35978,Ingeniería en Sistemas,La Libertad,5.01
EST035979,Estudiante 35979,Ingeniería en Sistemas,La Libertad,6.12
EST035980,Estudiante 35980,Arquitectura,San Salvador,5.27
EST035981,Estudiante 35981,Administración,San Miguel,8.66
EST035982,Estudiante 35982,Administración,San Salvador,6.05
EST035983,Estudiante 35983,Contaduría,Santa Ana,7.71
EST035984,Estudiante 35984,Ingeniería en Sistemas,San Miguel,7.24
EST035985,Estudiante 35985,Contaduría,Santa Ana,5.56
EST035986,Estudiante 35986,Arquitectura,Santa Ana,9.97
EST035987,Estudiante 35987,Ingeniería Industrial,San Miguel,8.81
EST035988,Estudiante 35988,Contaduría,Sonsonate,9.99
EST035989,Estudiante 35989,Administración,La Libertad,9.52
EST035990,Estudiante 35990,Ingeniería en Sistemas,La Libertad,7.31
EST035991,Estudiante 35991,Administración,Santa Ana,5.05
EST035992,Estudiante 35992,Arquitectura,San Miguel,7.83
EST035993,Estudiante 35993,Arquitectura,Sonsonate,5.97
EST035994,Estudiante 35994,Arquitectura,La Libertad,6.91
EST035995,Estudiante 35995,Ingeniería en Sistemas,La Libertad,6.76
EST035996,Estudiante 35996,Ingeniería Industrial,San Miguel,8.66
EST035997,Estudiante 35997,Contaduría,San Miguel,9.55
EST035998,Estudiante 35998,Administración,San Salvador,6.77
EST035999,Estudiante 35999,Contaduría,San Miguel,8.52
EST036000,Estudiante 36000,Ingeniería Industrial,San Salvador,5.25
EST036001,Estudiante 36001,Administración,San Salvador,6.93
EST036002,Estudiante 36002,Administración,San Salvador,8.57
EST036003,Estudiante 36003,Ingeniería en Sistemas,La Libertad,8.06
